"reviewer","profile_link","review_date","helpful_count","overall_rating","review_body"
"Harriet Ho","/profile/Xiaopangpang","Jul 26, 2019","0","9.0","Overall 9.0    Story 9.5 Acting/Cast 10 Music 7.0 Rewatch Value 10      When I got invested into KPop properly last year, I started to invest my time into a few KDramas. Goblin was one of the dramas that I saw around as it is known as one of the most phenomenal dramas, but haven't watched it until now. As I knew this drama was one of the best, I did have high hopes that it would be an amazing one, and I am here to say, this drama is now my favourite drama of all time First of all, I would like to give credits to the writers for such an incredible storyline. I'm not really into watching stuff about supernatural creatures, but this drama made me very intrigued about the supernatural beings and it was for sure interesting to learn about Goblins and Grim Reapers.  The writers did a splendid job with connecting the stories of the characters with their past lifetimes and their strategic plans of piecing everything together. From my perspective, it is a very original storyline. Gong Yoo playing as Kim Shin/Goblin was mesmerising. Since watching this drama, I have developed a crush on him. He's got such a tender smile that could light up the entire universe. Every scene was such a treat. Every piece of happiness he got, the sadness and the laughs, all of those were portrayed so well for his character. So sweet, loveable, yet a past that was so unfortunate. It's also worth mentioning that I also fell in love with him because of his boyfriend/husband material: classy in style, funny, cute and a bit of a goofball.Kim Go Eun as Ji Eun Tak was super cute and adorable. A lot of people found her annoying, but I found her behavior justifiable, but it really depends on how you look from it. Her character didn't really bother me at all, I loved her character and her development.Lee Dong Wook as Grim Reaper/Wang Yeo was a bit frightening due to his lack of expression haha, but I was really drawn into his character. I have never sympathise with a character just as much as him. Such a huge puppy in this drama and the best 'crier' I have seen yet.I loved all the cast, they portrayed their characters really well, amazing acting and I never wished for anyone different.The story is amazing. The love stories were phenomenal and story. Not only that, but the bromance between the Goblin and Grim Reaper was epic, I found myself shipping them more than the real lovers at times aha. The story will definitely leave you drowning in your own tears, but will certainly make your heart flutter and internally scream. It's funny, sad, beautiful, romantic, tragic, heartbreaking...The music for this drama was good, some of the songs were not really my cup of tea, but all of them were perfect for this drama. I'm glad that they used Round and Round for the intro, dramatic, yet so mysterious. Beautiful by Crush, Stay with Me and Round and Round are my main favourites.I find myself pondering on if I should rewatch this series again even though I just finished watching it. This is the first KDrama where I had thoughts on rewatching every single episode again from the very beginning. I am going to hold back for now, but I will certainly rewatch this again to relive those moments and find the time frames at where certain scenes happened.Definitely recommend this drama, it is worth watching. You know when a drama is good when you feel every emotion that the characters are feeling.It will certainly take me a long while to move on from this drama, if not I don't think I ever will  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Monique Jones","/profile/7437369","Mar 26, 2020","0","10","Overall 10    Story 10 Acting/Cast 10 Music 7.0 Rewatch Value 6.5    I love the story line of this show. It was very unique and captivating to get any person to love this show. The chemistry with all of the characters/actors was just one of a kind. From main lead to second lead, both actors was able to have a chemistry that was sweet and respectful. Although, the main lead love interest started as a 19 year old. There was no appropriateness with it. The only complaint is that there were no true villain.  Soundtrack was sweet and easy listening, although it was very repetitive. It was still catchy. I would recommend this series to anyone that is new to watching k dramas.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Quitas","/profile/Quitas","Jun  2, 2018","0","9.0","Overall 9.0    Story 10 Acting/Cast 10 Music 10 Rewatch Value 8.0      I wached the 1 episode and was so hard to continue I stopped and then I decided to see it until episode 3 and I loved.-I don't like Kim Go Eun that much...but her role was not bad..neh..-I fell in love with Lee Dong Wook, he's amazing and put the drama something not ""boring"" -The bromance! >.< so cute. Made the drama even better and their relationship was beautiful.-Sungjae!!!!!! I love him, but i never saw a drama with him, however he was perfect here.-I actually loved more the second couple (Grim Reaper and Sunny) then the main, just because was so funny and sweet. Seeing the Grim Reaper confused with love relationships is the best xD- ""Sunny not Sun Hee"" this will be in my mind -The OST...INCREDIBLE, so soft and sweet in the right moments.-The Director and Writer are like legends I really like both of them-The ending was so realistic and made me cry >///<Anyway it was a good Fantasy/Romance drama, with very good comedy and relationships.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"OkayOrbit","/profile/OkayOrbit","Oct 14, 2018","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      The perfect fusion of fantasy and contemporary, with strong script-writing that allows for well-paced plot progression and stable character growth and characterisation. All the positives are backed up by a cast of hyper-competent actors who seem to be perfect matches for their roles, and a soundtrack composed by god herself. Definitely the drama I would recommend to first-time watchers.More than just a romance, the story also focuses on the importance of family, the one that you have through blood and birth, but also the one that you make for yourself. Perhaps my favourite parts of the drama were outside of the amazingly written romance portions, fantasy segments and action parts, but the small in-betweens where a family that consisted of a lonely Goblin, his greedy nephew, a Grim Reaper, and a teenage girl got to behave as a family, and eat meals together, tease each other and share advice.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"beatriz","/profile/bbeatrizz","Mar 19, 2019","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      They say that every book you read, every person you meet and every place you visit takes something from you and leaves something else in return. That’s how I feel about this drama. It’s the best way I can put into words how I feel about it. First, let me start by giving a little background of my experience with Goblin BEFORE watching it: when it came out, everyone was freaking out about it. I remember it all too well… the youtube videos, fan arts, twitter discussions… I don’t know why but I initially thought I would never, in this life, watch it and love it as much as them. Maybe because I was fairly new to this world and was scared of dramas with historical references? Or did I think it was too complicated for me to understand what was going on? Was I scared because the actors were a bit older than what I was used to? I don’t know, but I simply decided that it was not for me. Years went by. One day, a few weeks ago, I was scrolling down a thread on twitter about funny drama moments and they included a scene from Goblin and I thought “Maybe I should give it a try.” But ended up brushing it off. But a few days later after that, I was on dramatist reading the articles and casually read the “most popular” list. Goblin was (is) there. And SUDDENLY I GOT THIS URGE TO WATCH IT IMMEDIATELY AS IF MY LIFE DEPENDED ON IT! And so I did. The destin is a real thing, guys.ANYWAYS, BACK TO THE REVIEW Usually, I review each part of the drama, starting with the plot, but for some reason I’m not strong enough to write a full review today. Maybe after I rewatch it (because that will certainly happen). There’s plenty to talk about: the engaging and beautiful- even if painful- plot, the splendid acting and cast who portrayed unforgettable characters, the best OST of all time, the relieving feeling it leaves behind when it’s over. I feel like everyone went through so much that I just wanted them to have an ending- at some points I thought a happy ending was impossible for them. The dialogue is absolutely incredible. You cry and laugh like crazy in less than 5 minutes. The friendships in these are- oh my god. The first episode is the best episode of a drama I’ve ever watched. Like, honestly, the first 20 minutes of the first episode made me cry because of how good those scenes were. And I felt the need to write a live commentary of me watching the rest of the episode, which was a first for me. So here it is, my reaction to the first episode, written by me on Sunday, March 10th 2019: //COMMENTARYEPISODE 1-So… I just watched the first 20 minutes. Literally the best twenty minutes of any drama I’ve ever watched. The war was… mind-blowing, I can’t describe what I felt. The acting is INSANE. No words. Simply no words.And now I want to learn all about Korean history (even more than before). Great.-27 minutes in and this little boy made me laugh soooo hard. “Why are you speaking informally to my grandpa? Do you want to die?” HAHAHA so cute-48:00 … my heart is broken. Will I be able to deal with this drama? I don’t think so.I am dead. I’m literally dead. This is my ghost writing this.-This is going to make my Top 5 list, isn’t it?//Yes, yes it is.This show will stay very high on my list for a long time, I can feel it. So refreshing. I knew what would happen to Goblin because I had seen many references to it on social media and basically everywhere? But NOTHING could have prepared me for that scene. It was my first time watching the whole scene and I SOBBED. And then I was happy. I was so happy by the last episode. And then- Oh well, we suffered along with the characters, didn’t we? But I wouldn’t change a thing. By the way, now that I’m thinking about that, a sequel wouldn’t hurt anyone, would it? It would make perfect sense if it was well written… but the perfection that is Goblin shouldn’t be changed. It should just stay as it is and nothing more than that. I’m so thankful for this drama because I was able to finally get over my prejudice of historical dramas (only if we only got a glimpse of it, I’m more confident and comfortable to watch one of those because I found out I can really love the story even if I’m scared of the genre) and of dramas I thought I would never watch if my life. What an irony. And maybe I'll give Descendants of the Sun a try too! I’m happy that (at last) I know why so many people adored this drama back then and wouldn’t shut up about it and why it remains among so many people’s favorites. I got it. The actors are amazing (both male and female actors!!!) and we will all love them eternally. I got it.And I had decided to write only a short review with an impactful (and very pretentious) statement but I ended up ranting about it. Oh well, I regret nothing. Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Pink_Panda","/profile/Moon_Lovers","Sep  2, 2019","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      What can I say about this drama....Many would say this is a masterpiece and I agree with that. I had always for some reason found reasons to not watch this cause even without reading the description of the drama I had a feeling it would be a tragedy I had a feeling I would cry many buckets of tears, but after let’s say 2 months I finally got the courage to watch it.... and as soon as I started I was ADDICTED the start was just amazing the story straightaway started with something that captivates the viewers completely I won’t say what happened since this isn’t one of those reviews that contain spoilers.Although this drama uses CGI it wasn’t exaggerated or maybe it was just really well done I mean that ship scenes damn.... usually some fantasy dramas use CGI so much that the whole drama looks fake and I mean it’s fantasy obviously it will be fake but it gets to a certain point where it’s almost cringey but this drama was not like that.The actors did an amazing job they conveyed the characters so well and they had so much chemistry in the drama and in the BTS, I think we really have to give the actors an applause for their crying scenes cause honestly every time they cried I felt it, I remember there was a part that Kim Go Eun cried (she played Ji Eun Tak) and her cries sounded to melancholy and so real the way she gasping for air I myself just couldn’t stop crying with her. There were also many times the actors improvised themselves trying to make the scene funnier or more correspondent to their character they just did an amazing job!The Director, the film crew, the scriptwriters, the CGI group and oh my god the makeup crew that deserve a huge applause the way they made a young person look old with makeup was just amazing, they did 5 hours of make up on just one person I feel bad for the actress that had to come 5 hours early just to get her makeup done.The music was also very well chosen they made some scenes so much more emotional or some so much more romantic it was just amazing.Overall I give the  drama a 10/10  they did fantastic with practically everything I hope my review persuades you to watch this drama and let me warn you about the tears that will just flow out of your eyes, I hope your ready! And if your wondering about the ending.... it was bitter sweet. Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"mitts reviews","/profile/8452017","Sep 21, 2020","0","9.5","No Review Available"
"Snow","/profile/8524557","Jan  5, 2021","0","10","Overall 10    Story 9.5 Acting/Cast 10 Music 10 Rewatch Value 9.5    This review may contain spoilers   This drama was amazing!!!!! I first hoped that there would be more romance but later on understood that this drama couldn't get more perfect even if it tried.    It made me laugh, cry, think, relate, clap my hands and so much more.Goblin is rlly the definition of lonely and Eun Tak is rlly the best thing that happened to him. Sunny and Reaper were also rlly amazing. Sunny was an amazing friend and sister and Reaper had the best character arc. I loved the bromance and all the side stories!I also rlly liked the friendship Eun Tak had later on with the class rep!! relly cute. Deok Hwa, his grandpa, and assistant Kim were also a bonus <3 This drama is a classic even tho it came out a few years ago. I loved the so unpredictable ending even tho it left me with questions. (How many lives do they have, why did he come back for a long period even tho the contract said ""every first snow/rain etc"", will he always look young while she ages and dies and then gets reborn again? hmmmmm).  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"harlie","/profile/thedhlhl","Mar 20, 2020","0","9.0","Overall 9.0    Story 8.0 Acting/Cast 9.5 Music 10 Rewatch Value 7.0      although i had a headache (cuz i cried too much), i was so satisfied by the emotion the drama brought me.everything is great: acting, music, script,... except for the story. i think there are some plot holes but cant tell clearly bcs they will be spoilers. some scenes are too cheesey :( final episodes moving really fast i got a little bit tired.however, love all the cast!!! theres nothing to say about gong yoo, lee dongwook, yoo inna. they are excellent already. but i am so so surprised by yook sungjae and kim goeun. looking forward to their next films!!now im going to continue 'touch your heart', watched it last year but dropped at the 10th episode bcs of losing interest. really excited!  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Korean Drama Addict","/profile/Breegrace","Dec  4, 2019","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      BEST, MOST BRILLIANT, AMAZING KOREAN DRAMA HANDS DOWN!!!! ? IT'S MY TOP FAVORITE AND I WISH THE RATING OPTION WAS HIGHER THAN TEN BECAUSE THIS SHOW IS THE BEST EVER, LIKE EVER! Kim Shin is the most dreamiest person alive. The bromance with him and the grim reaper is the most adorable thing. I THINK EVERY PERSON IN THE WORLD SHOULD WATCH THIS BECAUSE HANDS DOWN IT IS THE BEST BEST BEST. THE OST, THE VISUALS, THE PLOT, THE TWISTS AND TURNS, OMG JUST WATCH IT NOW YOU WILL LAUGH, CRY, AND THINK ABOUT THIS ONE FOR THE REST OF YOUR LIFE AND EVERY NIGHT BEFORE YOU GO TO SLEEP YOU WILL STILL THINK ABOUT THAT TUNNEL SCENE WITH KIM SHIN AND THE GRIM REAPER BYE!   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Dramaaddicts","/profile/Navaneeth","Oct 31, 2018","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      The experience i got after watching this drama can't be expressed in words.  It was one of the best drama i ever watched. First time i felt that it looks like an ordinary periodical love story and am not interested in it. But after reading the plot i give it try thats all. But  Overall it was a worth watching for me because this drama makes me cry after the finale episode. The leading actors done their job perfectly. Goblin bride & grim Reaper and lover their romances are awesome.. it was a slow paced drama so the length may be an issue for some viewers... But am ok with it. U also give it a try. You will defenetly fall in love with all characters and also the plot Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"edith_kwon","/profile/edith_kwon","Feb 26, 2019","0","10","Overall 10    Story 9.0 Acting/Cast 8.0 Music 10 Rewatch Value 9.0      When this Korean drama was aired, I was interested in the first episode. I could not take my eyes off the wonderfully scenes. Watching each new episode I felt like at the cinema, special effects and showing the story was better than many movies that I had the opportunity to see. This drama remarkably shows the thread how the fate of many people can interlace with each other over many years. Music reflected every scene correctly. Thanks to her, you could feel a lot more emotion and feel the same as the actors. If you like Korean drama with a fantasy story, you should watch it.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Edenie","/profile/Edenie","May 17, 2019","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      If you've just stumbled upon this drama, I would advise to instantly watch it. If you think you would find a comment that doesn't have all 10 stars, it doesn't exist.OST-Can I just say, *It's perfect* I cry everytime I hear a song from goblin, either nostalgia or just because song is so good. You should definitely check the song separately.ACTING-I like main characters acting, it was light hearted and she was a cutie. She delivered the innocence, and maturity at the same time. The male leads acting was great as well, but I mean it's Gong Yoo. I also loved the Grim Reapers acting, cold yet cute.PLOT-It's really good, with many romance plots yet mysteries and tragedies. Side plots were also great. The plot will make you happy yet cry at the same time.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"FoxFae","/profile/FearStreetZombie","Oct 18, 2020","0","10","No Review Available"
"Drama Addict","/profile/7403249","Oct 18, 2019","0","9.0","Overall 9.0    Story 10 Acting/Cast 10 Music 8.0 Rewatch Value 7.0    Burden of the Past  There is no doubt that Korea still holds a major position in dramas in Asia in spite of the rise of China in this industry.  This story is very interesting and well-developed - with the story spanning across centuries.  The twists in the story were unexpected and very craftily woven.  The two lead actors are good looking.  Good looking actors and actresses often help.In comparison to Chinese dramas, the male characters in Korean dramas tend to be more chauvinistic in behaviour.  This may because Chinese dramas have been under scrutiny not to portrait certain values or indeed Chinese society especially in the larger cities have become a lot more receptive to women's status in the society.The English title of this drama, however, was very poorly translated.  A goblin is an ugly dwarf-like creature.  But the lead character is handsome and tall - a complete mismatch.  Wonder whether the translator knew this. A better title could be Immortal, Demi-god, Burden of the Past or the like of these.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Lilian Abuku","/profile/7589465","Jan  2, 2021","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    ONE OF THE FEW KDRAMAS THAT CAN EASILY GET A 10  Goblin is just everything you want in a kdrama. You probably read all the amazing reviews about how beautiful it is so I;m not going to repeat anything. Goblin is  a 10 for sure and just kinda perfect but also at the same time I had my few opinions. And here they areAGE DIFFERENCE  (very controverial)- The age difference is a little weird... but the romance is too beautiful and tragic to even look at that. I highly disagree with people who think they had no chemistry and instead had a father-daughter relationship.  Ar first I was highly weird out and disgusted by the age difference but I looked over it and you will to. Hopefully. What's more weird is the fact that Gong Yoo looks 40 10 years ago and today's time as well. Koreans are usualy younger looking so I didn't expect him to look that old for a korean but hey not every korean is younger looking and so representation matters lolSECOND COUPLE- Second couple didn't really grow on me.  It was just there... I would have loved it if the gream reaper and goblin fell for the same girl. Now how controversial and  conflicting is that! However that would ruin the bromance and I refuse to sacrifice the most amazing bromance in the history of kdrama for that thought.MUSICTHE BESTTTTTTTTTTTTT. THE BEST OST EVERRRRRRRRITS BEYOND BEAUTIFULLLLLLI LOVE THE OPENING SONG AND STAY WITH MEthe opening song lyrics make no sense tho lolGOBLIN DESERVES ALL THE HYPE! AND THATS ON PERIOD! Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Dramaconnoisseur","/profile/adadvs","Feb 22, 2021","0","9.0","Overall 9.0    Story 9.0 Acting/Cast 9.0 Music 10 Rewatch Value 9.5    This review may contain spoilers This is a tale of love and tragedy between a Grim Reaper and a Goblin-   I was here for the Grim Reaper and the Goblin.  They kept my attention. I loved their relationship and these actors delivered. Forewarning, the main female character was a bit too much initially- I understand it was due to her age (she is a teenager). I LOVE THIS ACTRESS, even though I did not love her character. I feel the actress did a great job at portraying a very young girl, I just found the girl off putting. That just me. But please please please, get your tissue because when this actress delivers her tragic moment- JESUS, MARY AND JOSEPH, She ripped the tears from the depths of my soul. I saw this clip before and STILL was not ready. The connections and storylines were well written. THE CINEMATOGRAPHY!!! THE SCENERY!!! Yessssssss. I recommend this drama.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Midnitemasque","/profile/Midnitemasque","Mar 18, 2021","0","10","Overall 10    Story 10 Acting/Cast 10 Music 8.0 Rewatch Value 10    Do not get hung up on the age gap, love is love is love   I Finished this masterpiece a couple of weeks ago, and I can’t stop thinking about it. The romance, the bromance, the comedy, the costumes, the jackets, the magic, the chemistry between the entire cast, the plot, the history, The memorable scenes, the beautiful kisses, And an ending that had me thinking about it for weeks. This is 100% worth the watch. Honestly if the music has been a bit better, this would’ve replaced my number one favorite. This is one of the best shows I’ve ever seen, no matter the language and no matter the country. I can’t say enough good things about it. I know a lot of people get hung up on the age gap between the main female lead and main male lead, but She starts off the show as a naive, awkward 19 year old and ends the show as a strong, fierce 29-year-old woman....how can you not love a young woman coming into her own strength?! meanwhile he’s supposed to be 900 years mentally, 32 physically, but 18 romance wise. It evens out in my eyes. I say just Indulge in it and let yourself fall in love with them too. And don’t even Get me started on the secondary romance and how precious it is. But let’s be honest the real star of the show is the romance between the goblin and grim reaper. I hope these to do another show together someday.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Chloe Kaydee","/profile/7794067","Jan 26, 2021","0","9.5","Overall 9.5    Story 9.0 Acting/Cast 10 Music 10 Rewatch Value 9.0    This review may contain spoilers Definitely Recommend  I have to address something that people are pointing out as a flaw; the age gap. I'm going to start by saying that I'm not typically a fan of age gap romances at all, but I feel like there was a purpose in Goblin for the ages and the writers did a great job with their relationship development.  They didn't do anything illegal in terms of intimacy while she was 19 - they had one peck when she tried pulling out the sword. They didn't kiss again until she was 20 and they didn't go further than that until she was 29 (if we go off of implication). Yes, when she was 19, Kim Shin admitted that she was his first love, but why is that inappropriate when she would age and he wouldn't? You have to remember that he's essentially stuck at the same physical age and his loved ones all age around him. And if she's fated to be his true love, he will love her at any age. From young to old. In addition to that, the love he feels for her isn't just about romance. Plus, the reason she was 9, 19, and 29 is because of the whole '9' thing in the show, so she couldn't be slightly older or younger than 19 at the age they met.  I think I would have had problem with the age gap if they kissed properly (or went further) while she was still a minor, but they didn't because this series is about their fated true love and how they'll always meet. It's a beautiful story of their sad love and life. Age isn't really in the equation. Story: I loved the entire story. It kept my attention so that I was never bored - despite the episodes being long. The writing was amazing most of the time. I laughed, smiled, squealed, cried, and even got scared by that asshole evil soul who shall not be named. Plus, I loved the fantasy and supernatural theme of the show. It had all the right ingredients to make me fall in love with the drama: romance, fantasy, supernatural, comedy, angst, found family and bromance. The development between Wang Yeo and Kim Shin honestly brought me to tears. Ugh. Anyway, the last four episodes kind of brought down the rating for me a little because everyone was taking turns dying or leaving. But, it does make sense for the show. All the characters were great too, there wasn't a single one I hated. Acting/Cast: Incredible acting from the entire cast. Although I love Gong Yoo and he played his role perfectly, I feel like he would have been better suited for the role 5 years beforehand. Music: Perfect.Rewatch value: If I have time, I might rewatch this.Overall: I highly recommend watching this if you haven't yet. It really is such a good drama.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Lemontime","/profile/Lemontime","Feb 12, 2021","0","8.5","Overall 8.5    Story 8.0 Acting/Cast 10 Music 10 Rewatch Value 5.5    One of the best Korean drama, iconic  One of the best drama and I think everyone agrees with this. The production is so good, the story is compelling and it will really hook you up, I was never a fan of fantasy dramas that's why I watched this years after release but this opened my door to watching some dramas with fantasy elements.My highlights of the film are Eun Tak's acting, her acting feels so real most of the times especially with the sad scenes, I also loved Sunny's character and how can we talk about Goblin without the OST? The OST of this drama alone is so good especially Stay and Beautiful Life.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"mydramalist_","/profile/mydramalist_","Dec 15, 2023","0","8.5","Overall 8.5    Story 10 Acting/Cast 10 Music 10 Rewatch Value 8.5    A tiny bit overrated but worth watching at least once in a lifetime  I watched it twice and the first time was a long time ago. But it was hard for me to make a review. Cause if you think about it… the plot is amazing, the performances are amazing, soundtrack is amazing, filming direction is amazing, special effects are amazing and it is rewatchable. So you cannot possibly give a bad grade. Like I can’t give less than 8.5 and a strong 9/10 is also understandable. In a way when we talk about the real K drama with comedy, romance and all, we want this. An interesting and original plot AND great performances which is often lacking and often judged nowadays in a way I don’t like… Like Alchemy’s of souls or My demon or A good day to be a dog or King the land (to name a few recents) are strongly lacking in good performances. And Goblin doesn’t. But in a way there is something a bit bothering which I have a hard time to explain. The age gap between the characters (characters not actors) is one of them but not only and that is why it was hard for me to give a review. Like… if it’s perfecr why does it feel imperfect ? still worth watching at least once in your lifetime   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"clarissa3658","/profile/clarissa3658","Oct 29, 2019","0","9.5","Overall 9.5    Story 8.0 Acting/Cast 10 Music 9.0 Rewatch Value 7.0      Okay I’m done bawling my eyes out now. But man. Oh. My. God. I get it now. I understand all the high ratings. I understand the love for this drama. I understand it all.This drama was just too high quality for me. It is a masterpiece, through and through. Everything about it. A few points:- Stunning scenery & cinematography- Gorgeous soundtrack, beautiful (just put on Winter is Coming.mp3 or And I'm Here.mp3 and I’ll be a wreck)- Quality storyline- Slow and steady pacing- Great acting- Superb chemistry for our main 2 romantic couples (and bromance couple)I took my time watching this show in order to savour its beauty. This show was such a rollercoaster. Since there is a lot of angst, when our characters smile, it is like seeing the sun come out after years of rain. You’ll have the fluffiest scenes of all time that you are unprepared for and then more angst comes and smacks you in the face. But god I loved it all - it made me feel SO many things. I had never seen two characters that encapsulated the word ‘soulmates’ like Kim Shin and Ji Eun Tak. Those lovers deserve the world and more.My final thoughts are the immense satisfaction and gratification for allowing myself to watch this paragon of a drama.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"b2uty","/profile/b2uty","Aug 18, 2018","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      Words cannot express how good this drama is. Goblin goes above and beyond any drama I have ever seen. The acting, the story, the music; everything is just so superb. I cried my eyes out, and I laughed even harder. When I finished this drama (the first time) I immediately watched it all over again.  The music is so good that I'm still listening to the OST on Spotify a year and a half later.  I fell in love with each and every character like they were real people in my life.  If I could recommend any drama, it would be Goblin.  The only flaw this drama has is that it didn't have even more episodes.  We can only hope one day they make a sequel.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"mewi","/profile/mehwishrizvi","May  1, 2020","0","9.5","No Review Available"
"Dollphxne","/profile/Dollphxne","Apr  4, 2020","0","9.0","Overall 9.0    Story 8.5 Acting/Cast 10 Music 9.0 Rewatch Value 9.0      After watching Goblin, I find that the thing I love the most about it is the chemistry between the cast members, and not just the main couple but, for example, between Gong Yoo and Lee Dong Wook.  I think that the OST is very very nice, and at times when I heard it in the background, I felt that it was suitable and made the scene even better. I feel that the story is quite unique and the uniqueness of it was handled well. Although I didn't love the ending all that much, I really loved the general story and the process to which the ending ws reached, thus I would definitely recommend this drama to anyone who wants to watch it.TLDR: The story was great, the ending ok, amazing chemistry, would recommend  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Koya0912","/profile/7938135","Jun 21, 2020","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10    Binge Worthy && then just  Re-Watch It   Don't hesitate just DO It! This entire series is my all-time favorite, my number one! I have been trying to refrain from watching this again because the first time around nothing really filled the void once this show was over. I digress, this show has everything you could ever want, comedy, romance, drama, excitement, evil, character development. It is a masterpiece.!The OTS .... this OTS... IS PHENOMENAL. I can listen to the songs in my car while on my way to work. The songs just fit so well with the series and just provide a heightened viewing experience.  The cast as a whole cohesive was fantastic. They worked so well together and made sure the viewer hated, loved, and cried with them every time the experienced something new. Their craftsmanship just seemed so genuine and was quite entertaining to watch. I never give any spoilers in my reviews and so I won't reveal the ending, but I will tell you that this show no matter the ending is worth watching. I appreciate the journey this show took me on and the emotional rollercoaster it was.  Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"GiGi JaZee Jae","/profile/7463743","Oct 20, 2019","0","10","Overall 10    Story 10 Acting/Cast 10 Music 10 Rewatch Value 10      Goblin, I have been anxious to see this but couldn't find it but they have it under another name ""Guardian:  The Lonely and Great God"".     I researched both the two main leads, Gong Yoo and Kim Go Eun.  I must say Gong Yoo is NOT BAD at all.  I can understand why everything that they say about you being one of Korea's best actors.    Well, here is my 4th best kisser!   I can understand why you said you were tired after doing this movie,  you put your heart into this one.   For a minute I thought Kim Go Eun might've been too young for you but I was surely shocked to know this actress was 28 years old.   She is aging well, she looks like a teenager.    She did very well in this as well.   The other 3 main leads, in - Yoo In Na who played Sunny, Yook Sung Jae who played Yoo Deok Hwa, and Lee Dong Wook who played the  Grim Reaper;  this TVDrama couldn't be done without all of you.   You all were fantastic and great acting!   The visual effects were well done but I would have loved to have seen more.   I still gave it a 10 rating because of the storyline and the acting performance.   The music was also very good on the ears.    NOTE:   I can hardly wait for Deng Lun's remake of ""Goblin"".    It seems like it has many remakes!     Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
"Izzu162","/profile/Izzu162","Apr 26, 2020","0","9.5","Overall 9.5    Story 9.0 Acting/Cast 9.5 Music 9.0 Rewatch Value 9.5      Been wanting to watch this drama for a while and finally managed to finish marathon it now. Since I'm the type to get easily put off over a series if there's way too much hype over a series by fandom to the point that it dampens one's mood to keep watching. So I'm glad that I finally able to enjoy this drama properly. It's great to be able to enjoy the series without having the pressure to have to like it just because a lot of people also love the drama.Anyway, I always love a fantasy-themed drama, and Goblin also combined two narratives from the Goryeo period and the modern period and turned it into a beautiful love story. That was enough to make the story interesting and I really love how the writing flows beautifully to flawlessly integrate the three elements into a great story. That aside, I love how well the characters were written to be so endearing and well-loved. I especially love the secondary love story between the Grim Reaper and Sunny as well as the complicated relationship between Grim Reaper and the Goblin. Which made one can't help but keep tuning in to see how the three characters, whose relationships extended past several lifetimes could reconcile with each other once they realize each other's identities. That aside, it was really endearing to see a shy and timid goblin being paired with an awkward and adorable drama-loving grim reaper as they try to figure out their places in the world and find out the purpose of their existence while paving their own 'happy endings'.   Read More  Was this review helpful to you? Yes No Cancel (Full Review Not Available)"
